12603, -4.54, -2.02, 4.20, 0.78, 12.79
12634, 8.43, -8.13, -5.92, -2.20, 2.86
12664, 12.24, -8.84, -3.10, -1.26, 5.57
12710, 15.67, -5.40, -13.96, 2.86, 20.04
12742, 17.79, -2.89, -8.59, 2.00, 17.30
12773, 30.87, -14.12, -7.57, -0.98, 0.47
12804, 17.81, -9.45, 6.55, 1.10, 5.77
12834, 11.42, -6.70, 6.35, 1.10, 13.10
12865, 23.07, -16.35, -3.45, -1.29, 0.75
12897, 26.52, -26.73, -2.20, -2.71, 0.86
12928, 12.09, -50.64, 11.92, -3.30, -7.26
12958, 6.55, -42.08, 6.20, 0.71, 20.04
12989, 8.57, -34.24, -8.98, 1.88, 20.04
13021, 12.05, -26.91, -9.61, 2.82, 18.79
13051, 26.12, -30.75, -6.43, -0.63, 0.59
13082, 10.77, -25.24, 10.67, 0.12, 4.20
13121, 11.01, -18.90, -3.69, 3.33, 20.04
13152, 15.61, -13.73, -11.69, 3.02, 20.04
13182, 2.37, -15.00, 3.77, -0.75, 1.92
13227, 12.62, -3.70, -3.10, 2.04, 2.28
13260, 18.81, -14.48, -2.90, -2.51, 1.37
13291, 4.99, -42.17, 13.77, -4.00, -11.38
13322, -0.61, -34.27, 4.51, 0.75, 11.30
13353, 0.09, -27.13, -0.24, 2.16, 20.04
13384, -3.08, -21.98, 4.08, 0.43, 11.61
13415, 7.15, -19.31, -9.89, -0.98, 8.32
13446, 10.08, -14.57, -2.67, 0.63, 4.98
13476, 13.56, -17.36, -3.69, -2.59, 4.39
13518, 13.74, -13.33, -4.55, 1.37, 20.04
13551, 15.64, -9.58, -7.02, 1.84, 20.04
13584, 13.33, -7.87, -0.31, -0.24, 8.28
13616, -1.53, -13.68, 4.39, -1.26, 1.49
13647, -1.68, -10.20, 0.82, 1.41, 16.99
13680, 2.80, -6.89, -7.45, 2.24, 20.04
13712, 8.17, -5.37, -3.33, 0.00, 6.00
13744, 9.02, -6.94, -1.61, -1.61, 5.84
13775, 1.43, -5.32, 5.14, 0.12, 10.24
13807, 2.28, -3.14, -2.82, 1.57, 20.04
13839, 3.26, -0.48, -1.45, 3.30, 20.04
13871, -11.03, -12.58, 11.38, -1.88, 0.75
13902, -23.79, -7.72, 9.34, 0.43, 1.77
13942, -4.23, -7.82, -11.65, -0.55, 3.02
13973, -15.79, -11.60, 5.06, -1.14, 2.04
14003, -28.02, -25.43, 10.94, -1.26, 0.08
14041, -21.79, -19.64, -4.16, 2.28, 20.04
14070, -12.05, -14.97, -10.83, 2.04, 20.04
14101, -23.02, -17.55, 6.35, -0.98, 1.77
14132, -33.81, -30.41, 10.98, -0.98, 0.04
14161, -36.73, -23.73, 5.37, 0.78, 5.18
14192, -31.72, -19.32, 2.55, 0.59, 16.16
14223, -25.70, -14.96, -1.26, 0.98, 10.36
14254, -20.97, -12.61, -0.94, -0.31, 8.79
14283, -14.20, -11.12, -4.63, -0.82, 10.32
14323, -11.78, -5.96, 1.22, 4.51, 16.36
14354, -7.05, -3.21, -4.24, 1.65, 12.12
14385, -9.63, -7.03, 0.55, -0.98, 2.08
14415, -1.56, -7.27, -3.84, -0.86, 5.10
14446, -2.33, -3.49, 2.00, 3.10, 14.16
14477, -3.21, -2.29, 3.14, 0.24, 13.96
14507, -2.07, -0.93, 0.12, 0.98, 15.97
14537, 9.32, -4.26, -7.88, -1.65, 4.35
14568, 12.65, -8.63, -2.94, -2.79, 4.94
14599, 5.54, -8.02, 2.43, -0.59, 6.12
14629, 5.65, -5.84, -3.73, 1.33, 19.53
14660, 5.12, -3.72, -2.47, 1.80, 20.04
14705, -3.32, -1.62, 6.83, 0.90, 9.81
14736, -7.04, 0.07, 5.61, 1.02, 10.71
14767, -1.90, 1.50, -6.20, 2.16, 20.04
14797, 3.68, -1.56, -4.00, -2.24, 7.49
14828, -9.12, -26.08, 10.83, -3.06, -3.22
14859, -23.12, -44.52, 11.41, -0.75, -0.51
14889, -18.56, -36.21, -2.94, 2.16, 20.04
14920, -10.83, -30.14, -8.51, 0.27, 13.96
14951, -4.95, -21.29, -4.47, 3.10, 8.00
15005, -19.02, -35.73, 8.75, -2.08, -0.04
15039, -22.05, -28.72, 5.37, 0.43, 9.14
15069, -17.12, -23.11, -1.65, 0.98, 20.04
15100, -11.91, -17.59, -3.61, 2.47, 20.04
15140, -15.93, -13.75, 5.37, 0.63, 12.28
15171, -10.91, -10.11, -5.96, 1.73, 20.04
15202, -5.75, -6.88, -5.26, 2.12, 20.04
15233, 7.15, 26.59, -8.04, 0.63, -4.67
15263, -8.48, 12.89, 7.61, -0.71, 0.51
15294, -16.19, 16.33, 6.86, 2.28, 4.31
15324, -19.54, 15.48, 6.83, 1.33, 9.92
15355, -0.29, 11.58, -10.79, -0.24, 1.29
15385, 8.50, 3.67, -4.71, -2.20, 3.14
15416, -6.93, -19.62, 15.46, -4.59, -3.33
15447, -7.88, -15.92, 2.16, 0.63, 13.34
15477, -2.99, -11.98, -11.89, 2.59, 20.04
15516, 0.98, -12.57, -2.59, -1.65, 6.24
15547, -12.78, -32.57, 12.59, -2.90, -1.69
15578, -11.61, -27.38, 0.08, -0.27, 16.59
15608, -4.59, -21.57, -14.59, 2.59, 20.04
15639, 1.27, -16.44, -6.86, 2.08, 16.16
15670, -12.29, -26.33, 9.30, -1.26, 0.43
15700, -18.52, -18.59, 5.65, 1.49, 4.51
15731, -20.69, -15.27, 6.79, 0.00, 10.55
15762, -21.09, -11.72, 4.39, 0.82, 10.08
15793, -7.00, -19.88, -6.75, -3.61, 2.35
15839, -0.48, -14.84, -7.18, 1.80, 13.89
15872, 9.13, -13.80, -9.45, -0.82, 5.61
15911, 12.70, -11.35, -6.20, -0.24, 13.57
15942, 13.02, -5.62, -2.79, 2.82, 8.39
15973, 11.94, -6.29, -0.78, -0.82, 4.63
16003, 7.59, -7.38, 1.18, -1.88, 8.28
16033, 5.60, -4.89, 1.02, 1.37, 15.61
16064, 7.18, -2.32, -3.49, 2.75, 20.04
16095, 9.79, -1.96, -3.22, -0.35, 10.28
16124, -3.31, -5.95, 9.10, -1.49, 3.10
16155, -7.21, -2.61, 5.06, 1.80, 8.90
16186, -5.43, -1.31, 1.57, 0.86, 18.20
16216, 5.04, 5.56, -2.51, 1.29, 1.84
16246, -7.23, -8.51, 5.88, -1.77, 0.47
16277, -17.51, -9.99, 5.49, -0.75, 2.43
16315, -13.27, -7.89, -3.22, 0.24, 17.69
16346, -7.63, -3.65, -2.90, 2.43, 9.53
16376, -13.74, -1.03, 7.10, 1.65, 9.41
16406, -10.08, 0.28, -3.53, 1.65, 20.04
16437, -5.00, 0.27, -3.92, -0.27, 10.90
16466, 9.68, -5.76, -8.55, -1.65, 2.43
16497, 6.52, -2.05, 1.77, 3.30, 13.30
16528, 5.50, -1.09, 1.80, 0.51, 16.48
16559, 8.69, 0.01, -6.90, 1.33, 20.04
16588, 6.40, -1.04, 1.02, -0.63, 4.90
16619, -4.33, -2.66, 8.43, -1.02, 5.30
16652, -7.86, -0.52, 5.57, 1.96, 13.38
16687, -4.28, 4.42, -1.61, 2.04, 4.31
16746, 8.32, -3.63, -9.10, -2.75, 3.57
